Waste Stream,Location,Year,Scenario,additionalSpecification,Stock/Flow ID,Layer 1,Layer 2,Layer 3,Layer 4,Value,Unit
BATT,EU27+4,2025,REC,,BATT_NiCdSorted,battNiCd,cathodeAdditive,shadowMaterial,Co,137.4964183,Mg
BATT,EU27+4,2025,REC,,BATT_NiCdSorted,battNiCd,cathodeAdditive,shadowMaterial,H,2.992588238,Mg
BATT,EU27+4,2025,REC,,BATT_NiCdSorted,battNiCd,cathodeAdditive,shadowMaterial,O,47.29590541,Mg
BATT,EU27+4,2025,REC,,BATT_NiCdSorted,battNiCd,currentCollectorAnode,,,1941.929541,Mg
BATT,EU27+4,2025,REC,,BATT_NiCdSorted,battNiCd,currentCollectorAnode,ferrousMetals,,1941.929541,Mg
BATT,EU27+4,2025,REC,,BATT_NiCdSorted,battNiCd,currentCollectorAnode,ferrousMetals,undefinedElements,1941.929541,Mg
BATT,EU27+4,2025,REC,,BATT_NiCdSorted,battNiCd,currentCollectorCathode,,,1535.327879,Mg
BATT,EU27+4,2025,REC,,BATT_NiCdSorted,battNiCd,currentCollectorCathode,ferrousMetals,,1535.327879,Mg
BATT,EU27+4,2025,REC,,BATT_NiCdSorted,battNiCd,currentCollectorCathode,ferrousMetals,undefinedElements,1535.327879,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHBlackMass,battNiMH,cathodeActiveMaterial,,,7491.857794,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHBlackMass,battNiMH,cathodeActiveMaterial,shadowMaterial,,9279.873912,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHBlackMass,battNiMH,cathodeActiveMaterial,shadowMaterial,H,170.74968,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHBlackMass,battNiMH,cathodeActiveMaterial,shadowMaterial,Ni,6403.113,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHBlackMass,battNiMH,cathodeActiveMaterial,shadowMaterial,O,2706.27241,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHBlackMass,battNiMH,currentCollectorAnode,,,1434.712146,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHBlackMass,battNiMH,currentCollectorAnode,ferrousMetals,,3888.729009,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHBlackMass,battNiMH,currentCollectorAnode,ferrousMetals,undefinedElements,3888.729009,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHBlackMass,battNiMH,currentCollectorCathode,,,1133.042539,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHBlackMass,battNiMH,currentCollectorCathode,ferrousMetals,,3620.228851,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHBlackMass,battNiMH,currentCollectorCathode,ferrousMetals,undefinedElements,3620.228851,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,,,,25003.69721,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,,,4385.64849,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,,6652.662791,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,Al,82.10267524,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,Ce,459.6989989,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,Co,981.5426846,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,Cr,209.5588779,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,Fe,24.61485233,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,La,765.056221,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,Mn,324.2596008,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,Nd,443.0673419,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,Ni,2859.314468,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,Pr,69.18769303,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,Sm,14.63585814,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,Ti,89.81094768,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,Zn,304.6919558,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,anodeActiveMaterial,shadowMaterial,otherElements,25.94538489,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellBinder,,,7.501109162,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellBinder,plastics,,2755.905423,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellBinder,plastics,undefinedElements,2755.905423,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellCasing,,,6215.919126,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellCasing,ferrousMetals,,8281.689858,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellCasing,ferrousMetals,undefinedElements,8281.689858,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellElectrolyte,,,2537.875267,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellElectrolyte,shadowMaterial,,5008.057597,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellElectrolyte,shadowMaterial,H,397.6397732,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellElectrolyte,shadowMaterial,K,1119.300873,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellElectrolyte,shadowMaterial,Li,53.58621629,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellElectrolyte,shadowMaterial,Na,178.5617734,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellElectrolyte,shadowMaterial,O,3259.243884,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellSeparator,,,1267.687448,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellSeparator,plastics,,3877.530616,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,batteryCellSeparator,plastics,undefinedElements,3877.530616,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,cathodeActiveMaterial,,,7886.166099,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,cathodeActiveMaterial,shadowMaterial,,9768.288329,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,cathodeActiveMaterial,shadowMaterial,H,179.7365053,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,cathodeActiveMaterial,shadowMaterial,Ni,6740.118947,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,cathodeActiveMaterial,shadowMaterial,O,2848.7078,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,currentCollectorAnode,,,1510.223311,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,currentCollectorAnode,ferrousMetals,,4093.398957,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,currentCollectorAnode,ferrousMetals,undefinedElements,4093.398957,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,currentCollectorCathode,,,1192.676357,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,currentCollectorCathode,ferrousMetals,,3810.767212,Mg
BATT,EU27+4,2025,REC,,BATT_NiMHSorted,battNiMH,currentCollectorCathode,ferrousMetals,undefinedElements,3810.767212,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliBlackMass,battZn,anodeActiveMaterial,shadowMaterial,Zn,61354.46259,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliBlackMass,battZn,batteryCellElectrolyte,shadowMaterial,Zn,1084.882795,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliBlackMass,battZn,cathodeActiveMaterial,shadowMaterial,Ag,246.4856897,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliBlackMass,battZn,cathodeActiveMaterial,shadowMaterial,Hg,0.140255593,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliBlackMass,battZn,cathodeActiveMaterial,shadowMaterial,Mn,78222.64814,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliBlackMass,battZn,cathodeAdditive,shadowMaterial,Mn,44.48012998,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,,,,361406.9191,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,anodeActiveMaterial,,,61974.20463,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,anodeActiveMaterial,shadowMaterial,,61974.20463,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,anodeActiveMaterial,shadowMaterial,Zn,61974.20463,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellBinder,,,23140.03113,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellBinder,plastics,,23140.03113,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellBinder,plastics,undefinedElements,23140.03113,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellCasing,,,78686.71753,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellCasing,ferrousMetals,,70243.51916,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellCasing,ferrousMetals,undefinedElements,70243.51916,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellElectrolyte,,,55304.91423,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellElectrolyte,shadowMaterial,,55304.91423,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellElectrolyte,shadowMaterial,Cl,1787.703054,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellElectrolyte,shadowMaterial,H,3708.131873,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellElectrolyte,shadowMaterial,K,18574.72602,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellElectrolyte,shadowMaterial,N,236.9131291,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellElectrolyte,shadowMaterial,Na,1006.25204,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellElectrolyte,shadowMaterial,O,28895.34691,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellElectrolyte,shadowMaterial,Zn,1095.841207,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellSeparator,,,3513.804157,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellSeparator,paperCarton,,3495.182869,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellSeparator,paperCarton,undefinedElements,3495.182869,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellSeparator,plastics,,18.62128865,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,batteryCellSeparator,plastics,undefinedElements,18.62128865,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,cathodeActiveMaterial,,,125349.7993,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,cathodeActiveMaterial,shadowMaterial,,125318.8294,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,cathodeActiveMaterial,shadowMaterial,Ag,259.4586208,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,cathodeActiveMaterial,shadowMaterial,Hg,0.147637466,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,cathodeActiveMaterial,shadowMaterial,Mn,79012.7759,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,cathodeActiveMaterial,shadowMaterial,O,46046.44721,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,cathodeAdditive,,,113.8318323,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,cathodeAdditive,shadowMaterial,,113.8318323,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,cathodeAdditive,shadowMaterial,Mn,44.92942422,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,cathodeAdditive,shadowMaterial,Ni,39.69315993,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,cathodeAdditive,shadowMaterial,O,29.20924817,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,currentCollectorCathode,,,13323.61635,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,currentCollectorCathode,shadowMaterial,,13323.61635,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliSorted,battZn,currentCollectorCathode,shadowMaterial,C,13323.61635,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliUnwashed,battZn,anodeActiveMaterial,shadowMaterial,Zn,58286.73946,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliUnwashed,battZn,batteryCellElectrolyte,shadowMaterial,Zn,1030.638655,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliUnwashed,battZn,cathodeActiveMaterial,shadowMaterial,Ag,244.0208328,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliUnwashed,battZn,cathodeActiveMaterial,shadowMaterial,Mn,3128.905926,Mg
BATT,EU27+4,2025,REC,,BATT_ZnAlkaliUnwashed,battZn,cathodeAdditive,shadowMaterial,Mn,1.779205199,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,,,,7766.071493,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,anodeActiveMaterial,,,1813.598966,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,anodeActiveMaterial,graphite,,1806.988145,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,anodeActiveMaterial,graphite,C,1806.988145,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,anodeActiveMaterial,shadowMaterial,,6.610821532,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,anodeActiveMaterial,shadowMaterial,Si,6.610821532,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellBinder,,,108.6162898,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellBinder,additives,,18.82693143,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellBinder,additives,undefinedElements,18.82693143,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellBinder,plastics,,89.78935838,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellBinder,plastics,undefinedElements,89.78935838,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellCasing,,,958.3332222,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellCasing,AlAndAlAlloys,,394.3541209,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellCasing,AlAndAlAlloys,undefinedElements,394.3541209,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellCasing,ferrousMetals,,461.9166131,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellCasing,ferrousMetals,undefinedElements,461.9166131,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellCasing,plastics,,102.0624882,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellCasing,plastics,undefinedElements,102.0624882,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellElectrolyte,,,857.785783,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellElectrolyte,organicSolvents,,711.0186355,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellElectrolyte,organicSolvents,undefinedElements,711.0186355,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,,146.7671475,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,F,110.0753606,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,Li,7.338357374,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,P,29.3534295,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellSeparator,,,122.2309364,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellSeparator,plastics,,111.0936499,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,batteryCellSeparator,plastics,undefinedElements,111.0936499,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeActiveMaterial,,,2977.878604,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,,2977.878604,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Al,7.825222972,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Co,290.0862786,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Fe,88.45305988,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Li,203.6411653,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Mn,300.7175917,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Ni,1038.548875,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,O,999.5527675,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,P,49.04818302,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeAdditive,,,64.03872412,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeAdditive,shadowMaterial,,64.03872412,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,cathodeAdditive,shadowMaterial,C,64.03872412,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,currentCollectorAnode,,,518.1262878,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,currentCollectorAnode,shadowMaterial,,518.1262878,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,currentCollectorAnode,shadowMaterial,Cu,518.1262878,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,currentCollectorCathode,,,345.4626782,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,currentCollectorCathode,shadowMaterial,,345.4626782,Mg
BATT,EU27+4,2025,REC,,BATT_collected_LMT,battLiRechargeable,currentCollectorCathode,shadowMaterial,Al,345.4626782,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,,,,12001.40675,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,anodeActiveMaterial,,,2497.938905,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,anodeActiveMaterial,graphite,,2497.801959,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,anodeActiveMaterial,graphite,C,2497.801959,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,anodeActiveMaterial,shadowMaterial,,0.136946382,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,anodeActiveMaterial,shadowMaterial,Si,0.136946382,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellBinder,,,196.7126459,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellBinder,additives,,32.97240993,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellBinder,additives,undefinedElements,32.97240993,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellBinder,plastics,,163.7402359,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellBinder,plastics,undefinedElements,163.7402359,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellCasing,,,1480.973593,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellCasing,AlAndAlAlloys,,609.4206336,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellCasing,AlAndAlAlloys,undefinedElements,609.4206336,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellCasing,ferrousMetals,,713.8292719,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellCasing,ferrousMetals,undefinedElements,713.8292719,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellCasing,plastics,,157.7236877,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellCasing,plastics,undefinedElements,157.7236877,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellElectrolyte,,,1558.235225,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellElectrolyte,organicSolvents,,1291.621178,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellElectrolyte,organicSolvents,undefinedElements,1291.621178,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,,266.6140469,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,F,199.9605352,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,Li,13.33070235,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,P,53.32280938,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellSeparator,,,391.380889,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellSeparator,plastics,,223.6189221,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,batteryCellSeparator,plastics,undefinedElements,223.6189221,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,cathodeActiveMaterial,,,4019.244521,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,,4019.244521,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Co,428.6323211,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Fe,689.5140917,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Li,206.6558136,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Mn,655.0388086,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Ni,163.5394738,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,O,1493.514698,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,P,382.3491983,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,cathodeAdditive,,,123.4695787,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,cathodeAdditive,shadowMaterial,,123.4695787,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,cathodeAdditive,shadowMaterial,C,123.4695787,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,currentCollectorAnode,,,1081.869611,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,currentCollectorAnode,shadowMaterial,,1081.869611,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,currentCollectorAnode,shadowMaterial,Cu,1081.869611,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,currentCollectorCathode,,,651.581784,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,currentCollectorCathode,shadowMaterial,,651.581784,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battLiRechargeable,currentCollectorCathode,shadowMaterial,Al,651.581784,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battNiCd,,,,8688.864373,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battNiCd,anodeActiveMaterial,,,1306.805202,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battNiCd,anodeActiveMaterial,shadowMaterial,,1306.805202,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battNiCd,anodeActiveMaterial,shadowMaterial,Cd,1306.805202,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battNiCd,batteryCellBinder,,,2.606659312,Mg
BATT,EU27+4,2025,REC,,BATT_collected_industrial,battNiCd,batteryCellBinder,plastics,,2.606659312,Mg
